OBS.;TOWN;TOWN#;TRACT;LON;LAT;MEDV;CMEDV;CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT
347;Rockland;67;5022;-70.950.100;42.082.500;17.2;17.2;0.06162;0.0;4.39;0;0.442;5.898;52.3;80.136;3;352;18.8;364.61;12.67
348;Hanover;68;5031;-70.927.500;42.079.500;23.1;23.1;0.01870;85.0;4.15;0;0.429;6.516;27.7;85.353;4;351;17.9;392.43;6.36
349;Norwell;69;5041;-70.920.000;42.101.600;24.5;24.5;0.01501;80.0;2.01;0;0.435;6.635;29.7;83.440;4;280;17.0;390.94;5.99
350;Scituate;70;5051;-70.855.000;42.130.000;26.6;26.6;0.02899;40.0;1.25;0;0.429;6.939;34.5;87.921;1;335;19.7;389.85;5.89
351;Scituate;70;5052;-70.833.000;42.115.000;22.9;22.9;0.06211;40.0;1.25;0;0.429;6.490;44.4;87.921;1;335;19.7;396.90;5.98
352;Marshfield;71;5061;-70.830.000;42.077.500;24.1;24.1;0.07950;60.0;1.69;0;0.411;6.579;35.9;107.103;4;411;18.3;370.78;5.49
353;Marshfield;71;5062;-70.810.000;42.059.000;18.6;18.6;0.07244;60.0;1.69;0;0.411;5.884;18.5;107.103;4;411;18.3;392.33;7.79
354;Duxbury;72;5071;-70.830.000;42.048.500;30.1;30.1;0.01709;90.0;2.02;0;0.41;6.728;36.1;121.265;5;187;17.0;384.46;4.50
355;Pembroke;73;5081;-70.853.000;42.052.000;18.2;18.2;0.04301;80.0;1.91;0;0.413;5.663;21.9;105.857;4;334;22.0;382.80;8.05
356;Pembroke;73;5082;-70.852.500;42.030.000;20.6;20.6;0.10659;80.0;1.91;0;0.413;5.936;19.5;105.857;4;334;22.0;376.04;5.57
357;Boston Allston-Brighton;74;1;-71.083.000;42.217.200;17.8;17.8;898.296;0.0;18.1;1;0.77;6.212;97.4;21.222;24;666;20.2;377.73;17.60
358;Boston Allston-Brighton;74;2;-71.095.000;42.212.000;21.7;21.7;384.970;0.0;18.1;1;0.77;6.395;91.0;25.052;24;666;20.2;391.34;13.27
359;Boston Allston-Brighton;74;3;-71.100.700;42.210.000;22.7;22.7;520.177;0.0;18.1;1;0.77;6.127;83.4;27.227;24;666;20.2;395.43;11.48
360;Boston Allston-Brighton;74;4;-71.093.000;42.207.000;22.6;22.6;426.131;0.0;18.1;0;0.77;6.112;81.3;25.091;24;666;20.2;390.74;12.67
361;Boston Allston-Brighton;74;5;-71.090.500;42.203.300;25.0;25.0;454.192;0.0;18.1;0;0.77;6.398;88.0;25.182;24;666;20.2;374.56;7.79
362;Boston Allston-Brighton;74;6;-71.086.500;42.210.000;19.9;19.9;383.684;0.0;18.1;0;0.77;6.251;91.1;22.955;24;666;20.2;350.65;14.19
363;Boston Allston-Brighton;74;7;-71.081.000;42.208.000;20.8;20.8;367.822;0.0;18.1;0;0.77;5.362;96.2;21.036;24;666;20.2;380.79;10.19
364;Boston Allston-Brighton;74;8;-71.086.500;42.215.000;16.8;16.8;422.239;0.0;18.1;1;0.77;5.803;89.0;19.047;24;666;20.2;353.04;14.64
365;Boston Back Bay;75;101;-71.059.000;42.209.800;21.9;21.9;347.428;0.0;18.1;1;0.718;8.780;82.9;19.047;24;666;20.2;354.55;5.29
366;Boston Back Bay;75;102;-71.059.500;42.207.500;27.5;27.5;455.587;0.0;18.1;0;0.718;3.561;87.9;16.132;24;666;20.2;354.70;7.12
367;Boston Back Bay;75;104;-71.054.000;42.205.200;21.9;21.9;369.695;0.0;18.1;0;0.718;4.963;91.4;17.523;24;666;20.2;316.03;14.00
368;Boston Back Bay;75;105;-71.050.800;42.207.000;23.1;23.1;1.352.220;0.0;18.1;0;0.631;3.863;100.0;15.106;24;666;20.2;131.42;13.33
369;Boston Back Bay;75;107;-71.048.000;42.210.500;50.0;50.0;489.822;0.0;18.1;0;0.631;4.970;100.0;13.325;24;666;20.2;375.52;3.26
370;Boston Back Bay;75;108;-71.049.700;42.212.500;50.0;50.0;566.998;0.0;18.1;1;0.631;6.683;96.8;13.567;24;666;20.2;375.33;3.73
371;Boston Beacon Hill;76;201;-71.042.200;42.214.400;50.0;50.0;653.876;0.0;18.1;1;0.631;7.016;97.5;12.024;24;666;20.2;392.05;2.96
372;Boston Beacon Hill;76;202;-71.041.700;42.216.000;50.0;50.0;923.230;0.0;18.1;0;0.631;6.216;100.0;11.691;24;666;20.2;366.15;9.53
373;Boston Beacon Hill;76;203;-71.039.700;42.218.200;50.0;50.0;826.725;0.0;18.1;1;0.668;5.875;89.6;11.296;24;666;20.2;347.88;8.88
374;Boston North End;77;301;-71.033.900;42.220.700;13.8;13.8;1.110.810;0.0;18.1;0;0.668;4.906;100.0;11.742;24;666;20.2;396.90;34.77
375;Boston North End;77;302;-71.034.600;42.218.700;13.8;13.8;1.849.820;0.0;18.1;0;0.668;4.138;100.0;11.370;24;666;20.2;396.90;37.97
376;Boston Charlestown;78;401;-71.036.700;42.224.000;15.0;15.0;1.960.910;0.0;18.1;0;0.671;7.313;97.9;13.163;24;666;20.2;396.90;13.44
377;Boston Charlestown;78;402;-71.034.000;42.226.000;13.9;13.9;1.528.800;0.0;18.1;0;0.671;6.649;93.3;13.449;24;666;20.2;363.02;23.24
378;Boston Charlestown;78;403;-71.038.000;42.226.500;13.3;13.3;982.349;0.0;18.1;0;0.671;6.794;98.8;13.580;24;666;20.2;396.90;21.24
379;Boston Charlestown;78;404;-71.040.000;42.224.800;13.1;13.1;2.364.820;0.0;18.1;0;0.671;6.380;96.2;13.861;24;666;20.2;396.90;23.69
380;Boston Charlestown;78;405;-71.040.000;42.227.500;10.2;10.2;1.786.670;0.0;18.1;0;0.671;6.223;100.0;13.861;24;666;20.2;393.74;21.78
381;Boston Charlestown;78;406;-71.046.000;42.230.000;10.4;10.4;8.897.620;0.0;18.1;0;0.671;6.968;91.9;14.165;24;666;20.2;396.90;17.21
382;Boston East Boston;79;407;-71.041.000;42.229.000;10.9;10.9;1.587.440;0.0;18.1;0;0.671;6.545;99.1;15.192;24;666;20.2;396.90;21.08
383;Boston East Boston;79;501;-71.023.000;42.228.700;11.3;11.3;918.702;0.0;18.1;0;0.7;5.536;100.0;15.804;24;666;20.2;396.90;23.60
384;Boston East Boston;79;502;-71.021.500;42.227.000;12.3;12.3;799.248;0.0;18.1;0;0.7;5.520;100.0;15.331;24;666;20.2;396.90;24.56
385;Boston East Boston;79;503;-71.024.500;42.223.500;8.8;8.8;2.008.490;0.0;18.1;0;0.7;4.368;91.2;14.395;24;666;20.2;285.83;30.63
386;Boston East Boston;79;504;-71.023.500;42.221.300;7.2;7.2;1.681.180;0.0;18.1;0;0.7;5.277;98.1;14.261;24;666;20.2;396.90;30.81
387;Boston East Boston;79;506;-71.022.800;42.223.100;10.5;10.5;2.439.380;0.0;18.1;0;0.7;4.652;100.0;14.672;24;666;20.2;396.90;28.28
388;Boston East Boston;79;507;-71.021.500;42.224.800;7.4;7.4;2.259.710;0.0;18.1;0;0.7;5.000;89.5;15.184;24;666;20.2;396.90;31.99
389;Boston East Boston;79;508;-71.019.500;42.225.500;10.2;10.2;1.433.370;0.0;18.1;0;0.7;4.880;100.0;15.895;24;666;20.2;372.92;30.62
390;Boston East Boston;79;509;-71.016.800;42.228.100;11.5;11.5;815.174;0.0;18.1;0;0.7;5.390;98.9;17.281;24;666;20.2;396.90;20.85
391;Boston East Boston;79;510;-71.010.900;42.230.000;15.1;15.1;696.215;0.0;18.1;0;0.7;5.713;97.0;19.265;24;666;20.2;394.43;17.11
392;Boston East Boston;79;511;-71.003.500;42.233.000;23.2;23.2;529.305;0.0;18.1;0;0.7;6.051;82.5;21.678;24;666;20.2;378.38;18.76
393;Boston East Boston;79;512;-71.020.000;42.220.500;9.7;9.7;1.157.790;0.0;18.1;0;0.7;5.036;97.0;17.700;24;666;20.2;396.90;25.68
394;Boston South Boston;80;601;-71.016.700;42.201.000;13.8;13.8;864.476;0.0;18.1;0;0.693;6.193;92.6;17.912;24;666;20.2;396.90;15.17
395;Boston South Boston;80;602;-71.020.000;42.199.300;12.7;12.7;1.335.980;0.0;18.1;0;0.693;5.887;94.7;17.821;24;666;20.2;396.90;16.35
396;Boston South Boston;80;603;-71.022.000;42.199.600;13.1;13.1;871.675;0.0;18.1;0;0.693;6.471;98.8;17.257;24;666;20.2;391.98;17.12
397;Boston South Boston;80;604;-71.026.000;42.199.300;12.5;12.5;587.205;0.0;18.1;0;0.693;6.405;96.0;16.768;24;666;20.2;396.90;19.37
398;Boston South Boston;80;605;-71.025.000;42.202.400;8.5;8.5;767.202;0.0;18.1;0;0.693;5.747;98.9;16.334;24;666;20.2;393.10;19.92
399;Boston South Boston;80;606;-71.023.000;42.209.000;5.0;5.0;3.835.180;0.0;18.1;0;0.693;5.453;100.0;14.896;24;666;20.2;396.90;30.59
400;Boston South Boston;80;607;-71.033.000;42.203.200;6.3;6.3;991.655;0.0;18.1;0;0.693;5.852;77.8;15.004;24;666;20.2;338.16;29.97
401;Boston South Boston;80;608;-71.032.600;42.201.100;5.6;5.6;2.504.610;0.0;18.1;0;0.693;5.987;100.0;15.888;24;666;20.2;396.90;26.77
402;Boston South Boston;80;609;-71.030.000;42.201.500;7.2;7.2;1.423.620;0.0;18.1;0;0.693;6.343;100.0;15.741;24;666;20.2;396.90;20.32
403;Boston South Boston;80;610;-71.030.000;42.198.800;12.1;12.1;959.571;0.0;18.1;0;0.693;6.404;100.0;16.390;24;666;20.2;376.11;20.31
404;Boston South Boston;80;612;-71.033.200;42.198.000;8.3;8.3;2.480.170;0.0;18.1;0;0.693;5.349;96.0;17.028;24;666;20.2;396.90;19.77
405;Boston South Boston;80;613;-71.034.500;42.200.100;8.5;8.5;4.152.920;0.0;18.1;0;0.693;5.531;85.4;16.074;24;666;20.2;329.46;27.38
406;Boston South Boston;80;614;-71.032.000;42.205.700;5.0;5.0;6.792.080;0.0;18.1;0;0.693;5.683;100.0;14.254;24;666;20.2;384.97;22.98
407;Boston Downtown;81;702;-71.039.000;42.219.800;11.9;11.9;2.071.620;0.0;18.1;0;0.659;4.138;100.0;11.781;24;666;20.2;370.22;23.34
408;Boston Downtown;81;703;-71.042.700;42.209.000;27.9;27.9;1.195.110;0.0;18.1;0;0.659;5.608;100.0;12.852;24;666;20.2;332.09;12.13
409;Boston Downtown;81;705;-71.043.700;42.205.000;17.2;17.2;740.389;0.0;18.1;0;0.597;5.617;97.9;14.547;24;666;20.2;314.64;26.40
410;Boston Downtown;81;706;-71.045.500;42.206.000;27.5;27.5;1.443.830;0.0;18.1;0;0.597;6.852;100.0;14.655;24;666;20.2;179.36;19.78
411;Boston Downtown;81;707;-71.046.200;42.207.500;15.0;15.0;5.113.580;0.0;18.1;0;0.597;5.757;100.0;14.130;24;666;20.2;2.60;10.11
412;Boston Downtown;81;708;-71.048.700;42.204.800;17.2;17.2;1.405.070;0.0;18.1;0;0.597;6.657;100.0;15.275;24;666;20.2;35.05;21.22
413;Boston Downtown;81;709;-71.047.000;42.203.000;17.9;17.9;1.881.100;0.0;18.1;0;0.597;4.628;100.0;15.539;24;666;20.2;28.79;34.37
414;Boston Downtown;81;710;-71.045.100;42.201.500;16.3;16.3;2.865.580;0.0;18.1;0;0.597;5.155;100.0;15.894;24;666;20.2;210.97;20.08
415;Boston Roxbury;82;801;-71.042.000;42.198.500;7.0;7.0;4.574.610;0.0;18.1;0;0.693;4.519;100.0;16.582;24;666;20.2;88.27;36.98
416;Boston Roxbury;82;802;-71.045.500;42.195.300;7.2;7.2;1.808.460;0.0;18.1;0;0.679;6.434;100.0;18.347;24;666;20.2;27.25;29.05
417;Boston Roxbury;82;803;-71.047.700;42.196.500;7.5;7.5;1.083.420;0.0;18.1;0;0.679;6.782;90.8;18.195;24;666;20.2;21.57;25.79
418;Boston Roxbury;82;805;-71.049.800;42.200.700;10.4;10.4;2.594.060;0.0;18.1;0;0.679;5.304;89.1;16.475;24;666;20.2;127.36;26.64
419;Boston Roxbury;82;807;-71.052.500;42.198.900;8.8;8.8;7.353.410;0.0;18.1;0;0.679;5.957;100.0;18.026;24;666;20.2;16.45;20.62
420;Boston Roxbury;82;808;-71.058.600;42.199.900;8.4;8.4;1.181.230;0.0;18.1;0;0.718;6.824;76.5;17.940;24;666;20.2;48.45;22.74
421;Boston Roxbury;82;809;-71.061.800;42.199.000;16.7;16.7;1.108.740;0.0;18.1;0;0.718;6.411;100.0;18.589;24;666;20.2;318.75;15.02
422;Boston Roxbury;82;810;-71.065.000;42.201.800;14.2;14.2;702.259;0.0;18.1;0;0.718;6.006;95.3;18.746;24;666;20.2;319.98;15.70
423;Boston Roxbury;82;811;-71.066.500;42.197.000;20.8;20.8;1.204.820;0.0;18.1;0;0.614;5.648;87.6;19.512;24;666;20.2;291.55;14.10
424;Boston Roxbury;82;812;-71.061.900;42.194.800;13.4;13.4;705.042;0.0;18.1;0;0.614;6.103;85.1;20.218;24;666;20.2;2.52;23.29
425;Boston Roxbury;82;813;-71.059.000;42.192.000;11.7;11.7;879.212;0.0;18.1;0;0.584;5.565;70.6;20.635;24;666;20.2;3.65;17.16
426;Boston Roxbury;82;814;-71.057.700;42.196.700;8.3;8.3;1.586.030;0.0;18.1;0;0.679;5.896;95.4;19.096;24;666;20.2;7.68;24.39
427;Boston Roxbury;82;815;-71.055.800;42.193.700;10.2;10.2;1.224.720;0.0;18.1;0;0.584;5.837;59.7;19.976;24;666;20.2;24.65;15.69
428;Boston Roxbury;82;816;-71.054.200;42.196.100;10.9;10.9;3.766.190;0.0;18.1;0;0.679;6.202;78.7;18.629;24;666;20.2;18.82;14.52
429;Boston Roxbury;82;817;-71.052.100;42.194.000;11.0;11.0;736.711;0.0;18.1;0;0.679;6.193;78.1;19.356;24;666;20.2;96.73;21.52
430;Boston Roxbury;82;818;-71.048.500;42.192.000;9.5;9.5;933.889;0.0;18.1;0;0.679;6.380;95.6;19.682;24;666;20.2;60.72;24.08
431;Boston Roxbury;82;819;-71.054.700;42.189.000;14.5;14.5;849.213;0.0;18.1;0;0.584;6.348;86.1;20.527;24;666;20.2;83.45;17.64
432;Boston Roxbury;82;820;-71.050.500;42.188.000;14.1;14.1;1.006.230;0.0;18.1;0;0.584;6.833;94.3;20.882;24;666;20.2;81.33;19.69
433;Boston Roxbury;82;821;-71.052.000;42.185.400;16.1;16.1;644.405;0.0;18.1;0;0.584;6.425;74.8;22.004;24;666;20.2;97.95;12.03
434;Boston Savin Hill;83;901;-71.049.500;42.181.500;14.3;14.3;558.107;0.0;18.1;0;0.713;6.436;87.9;23.158;24;666;20.2;100.19;16.22
435;Boston Savin Hill;83;902;-71.047.500;42.184.200;11.7;11.7;1.391.340;0.0;18.1;0;0.713;6.208;95.0;22.222;24;666;20.2;100.63;15.17
436;Boston Savin Hill;83;903;-71.046.000;42.186.700;13.4;13.4;1.116.040;0.0;18.1;0;0.74;6.629;94.6;21.247;24;666;20.2;109.85;23.27
437;Boston Savin Hill;83;904;-71.045.500;42.189.300;9.6;9.6;1.442.080;0.0;18.1;0;0.74;6.461;93.3;20.026;24;666;20.2;27.49;18.05
438;Boston Savin Hill;83;905;-71.044.500;42.191.700;8.7;8.2;1.517.720;0.0;18.1;0;0.74;6.152;100.0;19.142;24;666;20.2;9.32;26.45
439;Boston Savin Hill;83;906;-71.044.500;42.193.800;8.4;8.4;1.367.810;0.0;18.1;0;0.74;5.935;87.9;18.206;24;666;20.2;68.95;34.02
440;Boston Savin Hill;83;907;-71.037.000;42.194.000;12.8;12.8;939.063;0.0;18.1;0;0.74;5.627;93.9;18.172;24;666;20.2;396.90;22.88
441;Boston Savin Hill;83;908;-71.032.100;42.192.500;10.5;10.5;2.205.110;0.0;18.1;0;0.74;5.818;92.4;18.662;24;666;20.2;391.45;22.11
442;Boston Savin Hill;83;910;-71.034.500;42.185.000;17.1;17.1;972.418;0.0;18.1;0;0.74;6.406;97.2;20.651;24;666;20.2;385.96;19.52
443;Boston Savin Hill;83;911;-71.034.000;42.189.000;18.4;14.8;566.637;0.0;18.1;0;0.74;6.219;100.0;20.048;24;666;20.2;395.69;16.59
444;Boston Savin Hill;83;912;-71.037.800;42.189.200;15.4;15.4;996.654;0.0;18.1;0;0.74;6.485;100.0;19.784;24;666;20.2;386.73;18.85
445;Boston Savin Hill;83;913;-71.040.500;42.192.000;10.8;10.8;1.280.230;0.0;18.1;0;0.74;5.854;96.6;18.956;24;666;20.2;240.52;23.79
446;Boston Savin Hill;83;914;-71.042.500;42.189.000;11.8;11.8;1.067.180;0.0;18.1;0;0.74;6.459;94.8;19.879;24;666;20.2;43.06;23.98
447;Boston Savin Hill;83;915;-71.039.000;42.186.800;14.9;14.9;628.807;0.0;18.1;0;0.74;6.341;96.4;20.720;24;666;20.2;318.01;17.79
448;Boston Savin Hill;83;916;-71.037.000;42.184.000;12.6;12.6;992.485;0.0;18.1;0;0.74;6.251;96.6;21.980;24;666;20.2;388.52;16.44
449;Boston Savin Hill;83;917;-71.040.000;42.182.000;14.1;14.1;932.909;0.0;18.1;0;0.713;6.185;98.7;22.616;24;666;20.2;396.90;18.13
450;Boston Savin Hill;83;918;-71.042.800;42.184.500;13.0;13.0;752.601;0.0;18.1;0;0.713;6.417;98.3;21.850;24;666;20.2;304.21;19.31
451;Boston Savin Hill;83;919;-71.046.000;42.181.000;13.4;13.4;671.772;0.0;18.1;0;0.713;6.749;92.6;23.236;24;666;20.2;0.32;17.44
452;Boston Savin Hill;83;920;-71.041.000;42.179.500;15.2;15.2;544.114;0.0;18.1;0;0.713;6.655;98.2;23.552;24;666;20.2;355.29;17.73
453;Boston Savin Hill;83;921;-71.034.000;42.179.000;16.1;16.1;509.017;0.0;18.1;0;0.713;6.297;91.8;23.682;24;666;20.2;385.09;17.27
454;Boston Savin Hill;83;922;-71.040.000;42.177.000;17.8;17.8;824.809;0.0;18.1;0;0.713;7.393;99.3;24.527;24;666;20.2;375.87;16.74
455;Boston Savin Hill;83;923;-71.045.500;42.176.800;14.9;14.4;951.363;0.0;18.1;0;0.713;6.728;94.1;24.961;24;666;20.2;6.68;18.71
456;Boston Savin Hill;83;924;-71.051.000;42.178.000;14.1;14.1;475.237;0.0;18.1;0;0.713;6.525;86.5;24.358;24;666;20.2;50.92;18.13
457;Boston Dorchester;84;1001;-71.051.700;42.173.500;12.7;12.7;466.883;0.0;18.1;0;0.713;5.976;87.9;25.806;24;666;20.2;10.48;19.01
458;Boston Dorchester;84;1002;-71.051.500;42.170.000;13.5;13.5;820.058;0.0;18.1;0;0.713;5.936;80.3;27.792;24;666;20.2;3.50;16.94
459;Boston Dorchester;84;1003;-71.047.500;42.169.000;14.9;14.9;775.223;0.0;18.1;0;0.713;6.301;83.7;27.831;24;666;20.2;272.21;16.23
460;Boston Dorchester;84;1004;-71.043.000;42.169.000;20.0;20.0;680.117;0.0;18.1;0;0.713;6.081;84.4;27.175;24;666;20.2;396.90;14.70
461;Boston Dorchester;84;1005;-71.043.000;42.172.800;16.4;16.4;481.213;0.0;18.1;0;0.713;6.701;90.0;25.975;24;666;20.2;255.23;16.42
462;Boston Dorchester;84;1006;-71.035.000;42.174.500;17.7;17.7;369.311;0.0;18.1;0;0.713;6.376;88.4;25.671;24;666;20.2;391.43;14.65
463;Boston Dorchester;84;1007;-71.031.000;42.169.500;19.5;19.5;665.492;0.0;18.1;0;0.713;6.317;83.0;27.344;24;666;20.2;396.90;13.99
464;Boston Dorchester;84;1008;-71.035.800;42.167.500;20.2;20.2;582.115;0.0;18.1;0;0.713;6.513;89.9;28.016;24;666;20.2;393.82;10.29
465;Boston Dorchester;84;1009;-71.045.000;42.164.000;21.4;21.4;783.932;0.0;18.1;0;0.655;6.209;65.4;29.634;24;666;20.2;396.90;13.22
466;Boston Dorchester;84;1010;-71.055.000;42.165.000;19.9;19.9;316.360;0.0;18.1;0;0.655;5.759;48.2;30.665;24;666;20.2;334.40;14.13
467;Boston Dorchester;84;1011;-71.055.000;42.168.500;19.0;19.0;377.498;0.0;18.1;0;0.655;5.952;84.7;28.715;24;666;20.2;22.01;17.15
468;Boston Mattapan;85;1101;-71.066.000;42.178.000;19.1;19.1;442.228;0.0;18.1;0;0.584;6.003;94.5;25.403;24;666;20.2;331.29;21.32
469;Boston Mattapan;85;1102;-71.070.000;42.168.000;19.1;19.1;1.557.570;0.0;18.1;0;0.58;5.926;71.0;29.084;24;666;20.2;368.74;18.13
470;Boston Mattapan;85;1103;-71.069.000;42.172.500;20.1;20.1;1.307.510;0.0;18.1;0;0.58;5.713;56.7;28.237;24;666;20.2;396.90;14.76
471;Boston Mattapan;85;1104;-71.074.000;42.168.000;19.9;19.9;434.879;0.0;18.1;0;0.58;6.167;84.0;30.334;24;666;20.2;396.90;16.29
472;Boston Mattapan;85;1105;-71.082.500;42.169.800;19.6;19.6;403.841;0.0;18.1;0;0.532;6.229;90.7;30.993;24;666;20.2;395.33;12.87
473;Boston Mattapan;85;1106;-71.083.300;42.175.000;23.2;23.2;356.868;0.0;18.1;0;0.58;6.437;75.0;28.965;24;666;20.2;393.37;14.36
474;Boston Forest Hills;86;1201;-71.073.200;42.184.000;29.8;29.8;464.689;0.0;18.1;0;0.614;6.980;67.6;25.329;24;666;20.2;374.68;11.66
475;Boston Forest Hills;86;1202;-71.055.000;42.183.000;13.8;13.8;805.579;0.0;18.1;0;0.584;5.427;95.4;24.298;24;666;20.2;352.58;18.14
476;Boston Forest Hills;86;1203;-71.051.100;42.187.900;13.3;13.3;639.312;0.0;18.1;0;0.584;6.162;97.4;22.060;24;666;20.2;302.76;24.10
477;Boston Forest Hills;86;1204;-71.056.500;42.188.000;16.7;16.7;487.141;0.0;18.1;0;0.614;6.484;93.6;23.053;24;666;20.2;396.21;18.68
478;Boston Forest Hills;86;1205;-71.052.800;42.192.000;12.0;12.0;1.502.340;0.0;18.1;0;0.614;5.304;97.3;21.007;24;666;20.2;349.48;24.91
479;Boston Forest Hills;86;1206;-71.055.800;42.191.300;14.6;14.6;1.023.300;0.0;18.1;0;0.614;6.185;96.7;21.705;24;666;20.2;379.70;18.03
480;Boston Forest Hills;86;1207;-71.067.000;42.194.500;21.4;21.4;1.433.370;0.0;18.1;0;0.614;6.229;88.0;19.512;24;666;20.2;383.32;13.11
481;Boston West Roxbury;87;1301;-71.100.800;42.174.000;23.0;23.0;582.401;0.0;18.1;0;0.532;6.242;64.7;34.242;24;666;20.2;396.90;10.74
482;Boston West Roxbury;87;1302;-71.095.000;42.173.000;23.7;23.7;570.818;0.0;18.1;0;0.532;6.750;74.9;33.317;24;666;20.2;393.07;7.74
483;Boston West Roxbury;87;1303;-71.090.000;42.166.500;25.0;25.0;573.116;0.0;18.1;0;0.532;7.061;77.0;34.106;24;666;20.2;395.28;7.01
484;Boston West Roxbury;87;1304;-71.097.500;42.160.800;21.8;21.8;281.838;0.0;18.1;0;0.532;5.762;40.3;40.983;24;666;20.2;392.92;10.42
485;Boston Hyde Park;88;1401;-71.080.400;42.154.000;20.6;20.6;237.857;0.0;18.1;0;0.583;5.871;41.9;37.240;24;666;20.2;370.73;13.34
486;Boston Hyde Park;88;1402;-71.075.000;42.145.500;21.2;21.2;367.367;0.0;18.1;0;0.583;6.312;51.9;39.917;24;666;20.2;388.62;10.58
487;Boston Hyde Park;88;1403;-71.071.500;42.155.000;19.1;19.1;569.175;0.0;18.1;0;0.583;6.114;79.8;35.459;24;666;20.2;392.68;14.98
488;Boston Hyde Park;88;1404;-71.065.000;42.161.000;20.6;20.6;483.567;0.0;18.1;0;0.583;5.905;53.2;31.523;24;666;20.2;388.22;11.45
489;Chelsea;89;1601;-71.018.900;42.234.400;15.2;15.2;0.15086;0.0;27.74;0;0.609;5.454;92.7;18.209;4;711;20.1;395.09;18.06
490;Chelsea;89;1602;-71.022.800;42.233.500;7.0;7.0;0.18337;0.0;27.74;0;0.609;5.414;98.3;17.554;4;711;20.1;344.05;23.97
491;Chelsea;89;1604;-71.024.500;42.236.800;8.1;8.1;0.20746;0.0;27.74;0;0.609;5.093;98.0;18.226;4;711;20.1;318.43;29.68
492;Chelsea;89;1605;-71.016.000;42.238.200;13.6;13.6;0.10574;0.0;27.74;0;0.609;5.983;98.8;18.681;4;711;20.1;390.11;18.07
493;Chelsea;89;1606;-71.029.700;42.244.700;20.1;20.1;0.11132;0.0;27.74;0;0.609;5.983;83.5;21.099;4;711;20.1;396.90;13.35
494;Revere;90;1701;-71.012.500;42.246.200;21.8;21.8;0.17331;0.0;9.69;0;0.585;5.707;54.0;23.817;6;391;19.2;396.90;12.01
495;Revere;90;1702;-71.012.500;42.250.000;24.5;24.5;0.27957;0.0;9.69;0;0.585;5.926;42.6;23.817;6;391;19.2;396.90;13.59
496;Revere;90;1703;-71.010.500;42.254.700;23.1;23.1;0.17899;0.0;9.69;0;0.585;5.670;28.8;27.986;6;391;19.2;393.29;17.60
497;Revere;90;1704;-71.001.000;42.252.500;19.7;19.7;0.28960;0.0;9.69;0;0.585;5.390;72.9;27.986;6;391;19.2;396.90;21.14
498;Revere;90;1705;-70.994.700;42.249.600;18.3;18.3;0.26838;0.0;9.69;0;0.585;5.794;70.6;28.927;6;391;19.2;396.90;14.10
499;Revere;90;1706;-71.005.000;42.245.500;21.2;21.2;0.23912;0.0;9.69;0;0.585;6.019;65.3;24.091;6;391;19.2;396.90;12.92
500;Revere;90;1707;-70.998.500;42.243.000;17.5;17.5;0.17783;0.0;9.69;0;0.585;5.569;73.5;23.999;6;391;19.2;395.77;15.10
501;Revere;90;1708;-70.992.000;42.238.000;16.8;16.8;0.22438;0.0;9.69;0;0.585;6.027;79.7;24.982;6;391;19.2;396.90;14.33
502;Winthrop;91;1801;-70.986.000;42.231.200;22.4;22.4;0.06263;0.0;11.93;0;0.573;6.593;69.1;24.786;1;273;21.0;391.99;9.67
503;Winthrop;91;1802;-70.991.000;42.227.500;20.6;20.6;0.04527;0.0;11.93;0;0.573;6.120;76.7;22.875;1;273;21.0;396.90;9.08
504;Winthrop;91;1803;-70.994.800;42.226.000;23.9;23.9;0.06076;0.0;11.93;0;0.573;6.976;91.0;21.675;1;273;21.0;396.90;5.64
505;Winthrop;91;1804;-70.987.500;42.224.000;22.0;22.0;0.10959;0.0;11.93;0;0.573;6.794;89.3;23.889;1;273;21.0;393.45;6.48
506;Winthrop;91;1805;-70.982.500;42.221.000;11.9;19.0;0.04741;0.0;11.93;0;0.573;6.030;80.8;25.050;1;273;21.0;396.90;7.88
